DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20090714,14-Jul-09,3,Tuesday,Martes,Mardi,14,195,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090715,15-Jul-09,4,Wednesday,Miércoles,Mercredi,15,196,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090716,16-Jul-09,5,Thursday,Jueves,Jeudi,16,197,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090717,17-Jul-09,6,Friday,Viernes,Vendredi,17,198,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090718,18-Jul-09,7,Saturday,Sábado,Samedi,18,199,29,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090719,19-Jul-09,1,Sunday,Domingo,Dimanche,19,200,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090720,20-Jul-09,2,Monday,Lunes,Lundi,20,201,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090721,21-Jul-09,3,Tuesday,Martes,Mardi,21,202,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090722,22-Jul-09,4,Wednesday,Miércoles,Mercredi,22,203,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090723,23-Jul-09,5,Thursday,Jueves,Jeudi,23,204,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090724,24-Jul-09,6,Friday,Viernes,Vendredi,24,205,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090725,25-Jul-09,7,Saturday,Sábado,Samedi,25,206,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090726,26-Jul-09,1,Sunday,Domingo,Dimanche,26,207,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090727,27-Jul-09,2,Monday,Lunes,Lundi,27,208,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090728,28-Jul-09,3,Tuesday,Martes,Mardi,28,209,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090729,29-Jul-09,4,Wednesday,Miércoles,Mercredi,29,210,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090730,30-Jul-09,5,Thursday,Jueves,Jeudi,30,211,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090731,31-Jul-09,6,Friday,Viernes,Vendredi,31,212,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
20090801,01-Aug-09,7,Saturday,Sábado,Samedi,1,213,31,August,Agosto,Août,8,3,2009,2,1,2010,1
20090802,02-Aug-09,1,Sunday,Domingo,Dimanche,2,214,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090803,03-Aug-09,2,Monday,Lunes,Lundi,3,215,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090804,04-Aug-09,3,Tuesday,Martes,Mardi,4,216,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090805,05-Aug-09,4,Wednesday,Miércoles,Mercredi,5,217,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090806,06-Aug-09,5,Thursday,Jueves,Jeudi,6,218,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090807,07-Aug-09,6,Friday,Viernes,Vendredi,7,219,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090808,08-Aug-09,7,Saturday,Sábado,Samedi,8,220,32,August,Agosto,Août,8,3,2009,2,1,2010,1
20090809,09-Aug-09,1,Sunday,Domingo,Dimanche,9,221,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090810,10-Aug-09,2,Monday,Lunes,Lundi,10,222,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090811,11-Aug-09,3,Tuesday,Martes,Mardi,11,223,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090812,12-Aug-09,4,Wednesday,Miércoles,Mercredi,12,224,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090813,13-Aug-09,5,Thursday,Jueves,Jeudi,13,225,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090814,14-Aug-09,6,Friday,Viernes,Vendredi,14,226,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090815,15-Aug-09,7,Saturday,Sábado,Samedi,15,227,33,August,Agosto,Août,8,3,2009,2,1,2010,1
20090816,16-Aug-09,1,Sunday,Domingo,Dimanche,16,228,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090817,17-Aug-09,2,Monday,Lunes,Lundi,17,229,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090818,18-Aug-09,3,Tuesday,Martes,Mardi,18,230,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090819,19-Aug-09,4,Wednesday,Miércoles,Mercredi,19,231,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090820,20-Aug-09,5,Thursday,Jueves,Jeudi,20,232,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090821,21-Aug-09,6,Friday,Viernes,Vendredi,21,233,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090822,22-Aug-09,7,Saturday,Sábado,Samedi,22,234,34,August,Agosto,Août,8,3,2009,2,1,2010,1
20090823,23-Aug-09,1,Sunday,Domingo,Dimanche,23,235,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090824,24-Aug-09,2,Monday,Lunes,Lundi,24,236,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090825,25-Aug-09,3,Tuesday,Martes,Mardi,25,237,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090826,26-Aug-09,4,Wednesday,Miércoles,Mercredi,26,238,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090827,27-Aug-09,5,Thursday,Jueves,Jeudi,27,239,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090828,28-Aug-09,6,Friday,Viernes,Vendredi,28,240,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090829,29-Aug-09,7,Saturday,Sábado,Samedi,29,241,35,August,Agosto,Août,8,3,2009,2,1,2010,1
20090830,30-Aug-09,1,Sunday,Domingo,Dimanche,30,242,36,August,Agosto,Août,8,3,2009,2,1,2010,1
20090831,31-Aug-09,2,Monday,Lunes,Lundi,31,243,36,August,Agosto,Août,8,3,2009,2,1,2010,1
20090901,01-Sep-09,3,Tuesday,Martes,Mardi,1,244,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090902,02-Sep-09,4,Wednesday,Miércoles,Mercredi,2,245,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090903,03-Sep-09,5,Thursday,Jueves,Jeudi,3,246,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090904,04-Sep-09,6,Friday,Viernes,Vendredi,4,247,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090905,05-Sep-09,7,Saturday,Sábado,Samedi,5,248,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090906,06-Sep-09,1,Sunday,Domingo,Dimanche,6,249,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090907,07-Sep-09,2,Monday,Lunes,Lundi,7,250,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090908,08-Sep-09,3,Tuesday,Martes,Mardi,8,251,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090909,09-Sep-09,4,Wednesday,Miércoles,Mercredi,9,252,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090910,10-Sep-09,5,Thursday,Jueves,Jeudi,10,253,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090911,11-Sep-09,6,Friday,Viernes,Vendredi,11,254,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090912,12-Sep-09,7,Saturday,Sábado,Samedi,12,255,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090913,13-Sep-09,1,Sunday,Domingo,Dimanche,13,256,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090914,14-Sep-09,2,Monday,Lunes,Lundi,14,257,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090915,15-Sep-09,3,Tuesday,Martes,Mardi,15,258,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090916,16-Sep-09,4,Wednesday,Miércoles,Mercredi,16,259,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090917,17-Sep-09,5,Thursday,Jueves,Jeudi,17,260,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090918,18-Sep-09,6,Friday,Viernes,Vendredi,18,261,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090919,19-Sep-09,7,Saturday,Sábado,Samedi,19,262,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090920,20-Sep-09,1,Sunday,Domingo,Dimanche,20,263,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090921,21-Sep-09,2,Monday,Lunes,Lundi,21,264,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090922,22-Sep-09,3,Tuesday,Martes,Mardi,22,265,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090923,23-Sep-09,4,Wednesday,Miércoles,Mercredi,23,266,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090924,24-Sep-09,5,Thursday,Jueves,Jeudi,24,267,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090925,25-Sep-09,6,Friday,Viernes,Vendredi,25,268,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090926,26-Sep-09,7,Saturday,Sábado,Samedi,26,269,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090927,27-Sep-09,1,Sunday,Domingo,Dimanche,27,270,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090928,28-Sep-09,2,Monday,Lunes,Lundi,28,271,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090929,29-Sep-09,3,Tuesday,Martes,Mardi,29,272,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090930,30-Sep-09,4,Wednesday,Miércoles,Mercredi,30,273,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20091001,01-Oct-09,5,Thursday,Jueves,Jeudi,1,274,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091002,02-Oct-09,6,Friday,Viernes,Vendredi,2,275,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091003,03-Oct-09,7,Saturday,Sábado,Samedi,3,276,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091004,04-Oct-09,1,Sunday,Domingo,Dimanche,4,277,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091005,05-Oct-09,2,Monday,Lunes,Lundi,5,278,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091006,06-Oct-09,3,Tuesday,Martes,Mardi,6,279,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091007,07-Oct-09,4,Wednesday,Miércoles,Mercredi,7,280,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091008,08-Oct-09,5,Thursday,Jueves,Jeudi,8,281,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091009,09-Oct-09,6,Friday,Viernes,Vendredi,9,282,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091010,10-Oct-09,7,Saturday,Sábado,Samedi,10,283,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091011,11-Oct-09,1,Sunday,Domingo,Dimanche,11,284,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091012,12-Oct-09,2,Monday,Lunes,Lundi,12,285,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091013,13-Oct-09,3,Tuesday,Martes,Mardi,13,286,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091014,14-Oct-09,4,Wednesday,Miércoles,Mercredi,14,287,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091015,15-Oct-09,5,Thursday,Jueves,Jeudi,15,288,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091016,16-Oct-09,6,Friday,Viernes,Vendredi,16,289,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091017,17-Oct-09,7,Saturday,Sábado,Samedi,17,290,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091018,18-Oct-09,1,Sunday,Domingo,Dimanche,18,291,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091019,19-Oct-09,2,Monday,Lunes,Lundi,19,292,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091020,20-Oct-09,3,Tuesday,Martes,Mardi,20,293,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091021,21-Oct-09,4,Wednesday,Miércoles,Mercredi,21,294,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091022,22-Oct-09,5,Thursday,Jueves,Jeudi,22,295,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091023,23-Oct-09,6,Friday,Viernes,Vendredi,23,296,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091024,24-Oct-09,7,Saturday,Sábado,Samedi,24,297,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091025,25-Oct-09,1,Sunday,Domingo,Dimanche,25,298,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091026,26-Oct-09,2,Monday,Lunes,Lundi,26,299,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091027,27-Oct-09,3,Tuesday,Martes,Mardi,27,300,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091028,28-Oct-09,4,Wednesday,Miércoles,Mercredi,28,301,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091029,29-Oct-09,5,Thursday,Jueves,Jeudi,29,302,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091030,30-Oct-09,6,Friday,Viernes,Vendredi,30,303,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091031,31-Oct-09,7,Saturday,Sábado,Samedi,31,304,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091101,01-Nov-09,1,Sunday,Domingo,Dimanche,1,305,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091102,02-Nov-09,2,Monday,Lunes,Lundi,2,306,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091103,03-Nov-09,3,Tuesday,Martes,Mardi,3,307,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091104,04-Nov-09,4,Wednesday,Miércoles,Mercredi,4,308,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091105,05-Nov-09,5,Thursday,Jueves,Jeudi,5,309,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091106,06-Nov-09,6,Friday,Viernes,Vendredi,6,310,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091107,07-Nov-09,7,Saturday,Sábado,Samedi,7,311,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091108,08-Nov-09,1,Sunday,Domingo,Dimanche,8,312,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091109,09-Nov-09,2,Monday,Lunes,Lundi,9,313,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091110,10-Nov-09,3,Tuesday,Martes,Mardi,10,314,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091111,11-Nov-09,4,Wednesday,Miércoles,Mercredi,11,315,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091112,12-Nov-09,5,Thursday,Jueves,Jeudi,12,316,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091113,13-Nov-09,6,Friday,Viernes,Vendredi,13,317,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091114,14-Nov-09,7,Saturday,Sábado,Samedi,14,318,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091115,15-Nov-09,1,Sunday,Domingo,Dimanche,15,319,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091116,16-Nov-09,2,Monday,Lunes,Lundi,16,320,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091117,17-Nov-09,3,Tuesday,Martes,Mardi,17,321,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091118,18-Nov-09,4,Wednesday,Miércoles,Mercredi,18,322,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091119,19-Nov-09,5,Thursday,Jueves,Jeudi,19,323,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091120,20-Nov-09,6,Friday,Viernes,Vendredi,20,324,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091121,21-Nov-09,7,Saturday,Sábado,Samedi,21,325,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091122,22-Nov-09,1,Sunday,Domingo,Dimanche,22,326,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091123,23-Nov-09,2,Monday,Lunes,Lundi,23,327,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091124,24-Nov-09,3,Tuesday,Martes,Mardi,24,328,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091125,25-Nov-09,4,Wednesday,Miércoles,Mercredi,25,329,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091126,26-Nov-09,5,Thursday,Jueves,Jeudi,26,330,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091127,27-Nov-09,6,Friday,Viernes,Vendredi,27,331,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091128,28-Nov-09,7,Saturday,Sábado,Samedi,28,332,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091129,29-Nov-09,1,Sunday,Domingo,Dimanche,29,333,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091130,30-Nov-09,2,Monday,Lunes,Lundi,30,334,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091201,01-Dec-09,3,Tuesday,Martes,Mardi,1,335,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091202,02-Dec-09,4,Wednesday,Miércoles,Mercredi,2,336,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091203,03-Dec-09,5,Thursday,Jueves,Jeudi,3,337,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091204,04-Dec-09,6,Friday,Viernes,Vendredi,4,338,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091205,05-Dec-09,7,Saturday,Sábado,Samedi,5,339,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091206,06-Dec-09,1,Sunday,Domingo,Dimanche,6,340,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091207,07-Dec-09,2,Monday,Lunes,Lundi,7,341,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091208,08-Dec-09,3,Tuesday,Martes,Mardi,8,342,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091209,09-Dec-09,4,Wednesday,Miércoles,Mercredi,9,343,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091210,10-Dec-09,5,Thursday,Jueves,Jeudi,10,344,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091211,11-Dec-09,6,Friday,Viernes,Vendredi,11,345,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091212,12-Dec-09,7,Saturday,Sábado,Samedi,12,346,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091213,13-Dec-09,1,Sunday,Domingo,Dimanche,13,347,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091214,14-Dec-09,2,Monday,Lunes,Lundi,14,348,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091215,15-Dec-09,3,Tuesday,Martes,Mardi,15,349,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091216,16-Dec-09,4,Wednesday,Miércoles,Mercredi,16,350,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091217,17-Dec-09,5,Thursday,Jueves,Jeudi,17,351,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091218,18-Dec-09,6,Friday,Viernes,Vendredi,18,352,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091219,19-Dec-09,7,Saturday,Sábado,Samedi,19,353,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091220,20-Dec-09,1,Sunday,Domingo,Dimanche,20,354,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091221,21-Dec-09,2,Monday,Lunes,Lundi,21,355,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091222,22-Dec-09,3,Tuesday,Martes,Mardi,22,356,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091223,23-Dec-09,4,Wednesday,Miércoles,Mercredi,23,357,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091224,24-Dec-09,5,Thursday,Jueves,Jeudi,24,358,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091225,25-Dec-09,6,Friday,Viernes,Vendredi,25,359,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091226,26-Dec-09,7,Saturday,Sábado,Samedi,26,360,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091227,27-Dec-09,1,Sunday,Domingo,Dimanche,27,361,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091228,28-Dec-09,2,Monday,Lunes,Lundi,28,362,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091229,29-Dec-09,3,Tuesday,Martes,Mardi,29,363,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091230,30-Dec-09,4,Wednesday,Miércoles,Mercredi,30,364,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091231,31-Dec-09,5,Thursday,Jueves,Jeudi,31,365,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20100101,01-Jan-10,6,Friday,Viernes,Vendredi,1,1,1,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100102,02-Jan-10,7,Saturday,Sábado,Samedi,2,2,1,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100103,03-Jan-10,1,Sunday,Domingo,Dimanche,3,3,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100104,04-Jan-10,2,Monday,Lunes,Lundi,4,4,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100105,05-Jan-10,3,Tuesday,Martes,Mardi,5,5,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100106,06-Jan-10,4,Wednesday,Miércoles,Mercredi,6,6,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100107,07-Jan-10,5,Thursday,Jueves,Jeudi,7,7,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100108,08-Jan-10,6,Friday,Viernes,Vendredi,8,8,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100109,09-Jan-10,7,Saturday,Sábado,Samedi,9,9,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100110,10-Jan-10,1,Sunday,Domingo,Dimanche,10,10,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100111,11-Jan-10,2,Monday,Lunes,Lundi,11,11,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100112,12-Jan-10,3,Tuesday,Martes,Mardi,12,12,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100113,13-Jan-10,4,Wednesday,Miércoles,Mercredi,13,13,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100114,14-Jan-10,5,Thursday,Jueves,Jeudi,14,14,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100115,15-Jan-10,6,Friday,Viernes,Vendredi,15,15,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100116,16-Jan-10,7,Saturday,Sábado,Samedi,16,16,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100117,17-Jan-10,1,Sunday,Domingo,Dimanche,17,17,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100118,18-Jan-10,2,Monday,Lunes,Lundi,18,18,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100119,19-Jan-10,3,Tuesday,Martes,Mardi,19,19,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100120,20-Jan-10,4,Wednesday,Miércoles,Mercredi,20,20,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100121,21-Jan-10,5,Thursday,Jueves,Jeudi,21,21,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100122,22-Jan-10,6,Friday,Viernes,Vendredi,22,22,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100123,23-Jan-10,7,Saturday,Sábado,Samedi,23,23,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100124,24-Jan-10,1,Sunday,Domingo,Dimanche,24,24,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100125,25-Jan-10,2,Monday,Lunes,Lundi,25,25,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100126,26-Jan-10,3,Tuesday,Martes,Mardi,26,26,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100127,27-Jan-10,4,Wednesday,Miércoles,Mercredi,27,27,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100128,28-Jan-10,5,Thursday,Jueves,Jeudi,28,28,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100129,29-Jan-10,6,Friday,Viernes,Vendredi,29,29,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100130,30-Jan-10,7,Saturday,Sábado,Samedi,30,30,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100131,31-Jan-10,1,Sunday,Domingo,Dimanche,31,31,6,January,Enero,Janvier,1,1,2010,1,3,2010,2
20100201,01-Feb-10,2,Monday,Lunes,Lundi,1,32,6,February,Febrero,Février,2,1,2010,1,3,2010,2
20100202,02-Feb-10,3,Tuesday,Martes,Mardi,2,33,6,February,Febrero,Février,2,1,2010,1,3,2010,2
20100203,03-Feb-10,4,Wednesday,Miércoles,Mercredi,3,34,6,February,Febrero,Février,2,1,2010,1,3,2010,2
20100204,04-Feb-10,5,Thursday,Jueves,Jeudi,4,35,6,February,Febrero,Février,2,1,2010,1,3,2010,2
20100205,05-Feb-10,6,Friday,Viernes,Vendredi,5,36,6,February,Febrero,Février,2,1,2010,1,3,2010,2
20100206,06-Feb-10,7,Saturday,Sábado,Samedi,6,37,6,February,Febrero,Février,2,1,2010,1,3,2010,2
20100207,07-Feb-10,1,Sunday,Domingo,Dimanche,7,38,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100208,08-Feb-10,2,Monday,Lunes,Lundi,8,39,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100209,09-Feb-10,3,Tuesday,Martes,Mardi,9,40,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100210,10-Feb-10,4,Wednesday,Miércoles,Mercredi,10,41,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100211,11-Feb-10,5,Thursday,Jueves,Jeudi,11,42,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100212,12-Feb-10,6,Friday,Viernes,Vendredi,12,43,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100213,13-Feb-10,7,Saturday,Sábado,Samedi,13,44,7,February,Febrero,Février,2,1,2010,1,3,2010,2
20100214,14-Feb-10,1,Sunday,Domingo,Dimanche,14,45,8,February,Febrero,Février,2,1,2010,1,3,2010,2
20100215,15-Feb-10,2,Monday,Lunes,Lundi,15,46,8,February,Febrero,Février,2,1,2010,1,3,2010,2
20100216,16-Feb-10,3,Tuesday,Martes,Mardi,16,47,8,February,Febrero,Février,2,1,2010,1,3,2010,2
