ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,LargePhoto,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
512,FR-M63S-42,12,LB ,CM ,"ML Mountain Frame-W - Silver, 42",,,$199.38,TRUE,Silver,500,375,$364.09,42,42-46 CM,2.81,1,M ,$218.45,M ,W ,ML Mountain Frame-W,,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.,ML 车架是经过热处理的铝制车架，它的细节设计和质量与 HL 车架完全相同。它的性能卓越。属男用自行车。,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.,מסגרת ה- ML היא מסגרת אלומיניום מוקשח בחום המיוצרת באותה הקפדה ואיכות כמו מסגרות HL שלנו. היא מציעה ביצועים מעולים. גירסה לגברים.,เฟรม ML เป็นเฟรมอลูมิเนียมผ่านความร้อน สร้างอย่างพิถีพิถันเช่นเดียวกับเฟรม HL  ให้ประสิทธิภาพที่เหนือกว่า  เวอร์ชันสำหรับสุภาพบุรุษ,Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubehör und der gleichen Qualität wie unser HL-Rahmen. Er bietet höchste Leistung. Version für Herren.,ML フレームは、HL フレームと同等の細部および品質を持つ熱処理アルミニウム フレームであり、卓越した性能を発揮します。男性用。,HL kadroyla aynı detaylara ve kaliteye sahip olan ML kadro tavlanmış alüminyumdur. Üstün performans sunar. Erkek modeli.,01-Jul-07,,Current
513,FR-M63S-46,12,LB ,CM ,"ML Mountain Frame-W - Silver, 46",,,$199.38,TRUE,Silver,500,375,$364.09,46,42-46 CM,2.85,1,M ,$218.45,M ,W ,ML Mountain Frame-W,,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.,ML 车架是经过热处理的铝制车架，它的细节设计和质量与 HL 车架完全相同。它的性能卓越。属男用自行车。,إن هيكل ML هو هيكل مصنوع من الألومنيوم مُعالج حراريًا ومصمم بنفس تفاصيل وجودة هيكل HL الخاص بنا. وهو يوفر أداءً فائقًا. الطراز الرجالي.,מסגרת ה- ML היא מסגרת אלומיניום מוקשח בחום המיוצרת באותה הקפדה ואיכות כמו מסגרות HL שלנו. היא מציעה ביצועים מעולים. גירסה לגברים.,เฟรม ML เป็นเฟรมอลูมิเนียมผ่านความร้อน สร้างอย่างพิถีพิถันเช่นเดียวกับเฟรม HL  ให้ประสิทธิภาพที่เหนือกว่า  เวอร์ชันสำหรับสุภาพบุรุษ,Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubehör und der gleichen Qualität wie unser HL-Rahmen. Er bietet höchste Leistung. Version für Herren.,ML フレームは、HL フレームと同等の細部および品質を持つ熱処理アルミニウム フレームであり、卓越した性能を発揮します。男性用。,HL kadroyla aynı detaylara ve kaliteye sahip olan ML kadro tavlanmış alüminyumdur. Üstün performans sunar. Erkek modeli.,01-Jul-07,,Current
514,RB-9231,6,G  ,,Rear Brakes,Frenos traseros,Freins arrière,$47.29,TRUE,Silver,500,375,$106.50,,NA,317,1,,$63.90,,,Rear Brakes,,,,,,,,,,,01-Jul-07,,Current
515,SE-M236,15,,,LL Mountain Seat/Saddle,,,$12.04,TRUE,NA,500,375,$27.12,,NA,,1,M ,$16.27,L ,,LL Mountain Seat/Saddle 2,,Synthetic leather. Features gel for increased comfort.,Cuir synthétique. Confort amélioré grâce au couvre-selle en gel.,人造皮革。含有凝胶，提升舒适度。,جلد صناعي. تحتوي على مواد جيلاتينية لتوفير مزيد من الراحة.,עור מלאכותי. מאופיין בג'ל להגברת הנוחות.,หนังสังเคราะห์  พร้อมเจลนุ่มสบายเป็นพิเศษ,Synthetisches Leder. Mit Gel für höheren Komfort.,シンセティック レザーを採用し、ジェルで快適性を高めました。,Sentetik deri. Daha fazla için jel içerir.,01-Jul-07,,Current
516,SE-M798,15,,,ML Mountain Seat/Saddle,,,$17.38,TRUE,NA,500,375,$39.14,,NA,,1,M ,$23.48,M ,,ML Mountain Seat/Saddle 2,,Designed to absorb shock.,Conçu pour absorber les chocs.,专门设计，确保避震。,مصممة لامتصاص الصدمات.,מעוצב לספיגת זעזועים.,ได้รับการออกแบบเพื่อซึมซับแรงกระแทก,Konzipiert zur Stoßdämpfung.,ショック吸収用に設計。,Şok emici olarak tasarlandı.,01-Jul-07,,Current
517,SE-M940,15,,,HL Mountain Seat/Saddle,,,$23.37,TRUE,NA,500,375,$52.64,,NA,,1,M ,$31.58,H ,,HL Mountain Seat/Saddle 2,,Anatomic design for a full-day of riding in comfort. Durable leather.,Conception ergonomique pour randonnée longue distance confortable. Cuir de qualité.,符合人体解剖学的设计确保全天候舒适骑乘。皮革材质持久耐用。,تصميم يتناسب مع بنية الراكب الجسمية لتوفير قيادة مريحة طوال اليوم. جلد شديد التحمل.,עיצוב אנטומי לרכיבה נוחה לאורך כל היום. עור עמיד.,ออกแบบตามหลักสรีรศาสตร์ สำหรับการขับขี่อย่างสบายตลอดทั้งวัน  ทำจากหนังที่ทนทาน,Anatomisches Design für komfortables Fahrvergnügen den ganzen Tag. Widerstandsfähiges Leder.,1 日中乗っても快適なアナトミック デザインで、耐久性のある皮製。,Tüm gün konforlu sürüş için anatomik tasarım. Dayanıklı deri.,01-Jul-07,,Current
518,SE-R581,15,,,LL Road Seat/Saddle,Sillín/asiento de carretera GB,Selle de vélo de route LL,$12.04,TRUE,NA,500,375,$27.12,,NA,,1,R ,$16.27,L ,,LL Road Seat/Saddle 1,,Lightweight foam-padded saddle.,Selle légère avec renfort en mousse.,轻型泡沫填充的车座。,مقعد خفيف الوزن ذو حشو رغوي.,מושב קל-משקל מרופד בקצף.,เบาะที่นั่งโฟมน้ำหนักเบา,Leichter Sattel mit Schaumstoff.,フォーム パディングの軽量サドル。,Hafif köpük pedli sele.,01-Jul-07,,Current
519,SE-R908,15,,,ML Road Seat/Saddle,Sillín/asiento de carretera GM,Selle de vélo de route ML,$17.38,TRUE,NA,500,375,$39.14,,NA,,1,T ,$23.48,M ,,ML Road Seat/Saddle 2,,Rubber bumpers absorb bumps.,Amortisseurs en caoutchouc pour absorber les bosses.,橡皮减震器可避免颠簸。,مصدات مطاطية تمتص الصدمات.,פגושי גומי הסופגים חבטות.,กันชนยางกันแรงกระแทก,Stoßleisten aus Gummi zur Stoßdämpfung.,ラバー バンパーが衝撃を吸収します。,Lastik tamponlar çarpma şiddetini emer.,01-Jul-07,,Current
520,SE-R995,15,,,HL Road Seat/Saddle,Sillín/asiento de carretera GA,Selle de vélo de route HL,$23.37,TRUE,NA,500,375,$52.64,,NA,,1,R ,$31.58,H ,,HL Road Seat/Saddle 2,,Lightweight kevlar racing saddle. Leather.,Selle de course légère en Kevlar. Cuir.,含轻型凯夫拉纤维的比赛用车座。皮革材质。,مقعد سباق خفيف الوزن مصنوع من مادة كيفلار. جلد.,מושב Kevlar קל-משקל למרוצים. עור.,เบาะนั่งเคฟลาร์สำหรับแข่ง น้ำหนักเบา ทำจากหนัง,Leichter Kevlar-Rennsattel. Leder.,競技用軽量ケブラー レザー サドル。,Hafif kevlar yarış selesi. Deri.,01-Jul-07,,Current
521,SE-T312,15,,,LL Touring Seat/Saddle,Sillín/asiento de paseo GB,Selle de vélo de randonnée LL,$12.04,TRUE,NA,500,375,$27.12,,NA,,1,T ,$16.27,L ,,LL Touring Seat/Saddle,,"Comfortable, ergonomically shaped gel saddle.",Selle confortable et ergonomique profilée avec couvre-selle en gel.,舒适且符合人体工程学的含凝胶车座。,مقعد جيلاتيني مصمم بشكل يتناسب مع حركة الجسم.,מושב ג'ל נוח בעל עיצוב ארגונומי.,เบาะนั่งบรรจุเจล นุ่มสบาย มีรูปทรงตามหลักสรีรศาสตร์,Komfortabler Gelsattel mit ergonomischer Form.,快適なエルゴノミック形状のジェル製サドル。,"""Konforlu, ergonomik biçimli jel sele.""",01-Jul-07,,Current
522,SE-T762,15,,,ML Touring Seat/Saddle,Sillín/asiento de paseo GM,Selle de vélo de randonnée ML,$17.38,TRUE,NA,500,375,$39.14,,NA,,1,T ,$23.48,M ,,ML Touring Seat/Saddle,,New design relieves pressure for long rides.,Nouvelle conception pour éviter la fatigue lors des longues randonnées.,新型设计可缓解长时间骑乘的压力。,تصميم جديد لتخفيف الضغط عند القيادة لفترات طويلة.,עיצוב חדש להקלת לחץ ברכיבות ארוכות.,ออกแบบใหม่เพื่อบรรเทาแรงกดสำหรับการขับขี่ระยะไกล,Neues Design bietet Komfort auch auf langen Strecken.,ロング ライドのストレスを軽減する新デザイン。,Yeni tasarım uzun sürüşlerde basıncı azaltır.,01-Jul-07,,Current
523,SE-T924,15,,,HL Touring Seat/Saddle,Sillín/asiento de paseo GA,Selle de vélo de randonnée HL,$23.37,TRUE,NA,500,375,$52.64,,NA,,1,T ,$31.58,H ,,HL Touring Seat/Saddle,,Cut-out shell for a more comfortable ride.,Cadre profilé pour améliorer le confort.,精致的车架，令您骑乘更舒适。,هيكل خارجي تم تصميمه لتوفير مزيد من الراحة أثناء القيادة.,מעטפת קעורה לרכיבה נוחה יותר.,เปลือกพิเศษสำหรับการขับขี่ที่แสนสบาย,Ausgeschnittene Form für komfortableres Fahren.,より快適な乗り心地のためのカット アウト シェル。,Daha konforlu bir sürüş için özel sele kaplaması.,01-Jul-07,,Current
524,FR-M21S-42,12,LB ,CM ,"LL Mountain Frame - Silver, 42",,,$144.59,TRUE,Silver,500,375,$264.05,42,42-46 CM,2.92,1,M ,$158.43,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
525,FR-M21S-44,12,LB ,CM ,"LL Mountain Frame - Silver, 44",,,$144.59,TRUE,Silver,500,375,$264.05,44,42-46 CM,2.96,1,M ,$158.43,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
526,FR-M21S-48,12,LB ,CM ,"LL Mountain Frame - Silver, 48",,,$144.59,TRUE,Silver,500,375,$264.05,48,48-52 CM,3,1,M ,$158.43,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
527,FR-M21S-52,12,LB ,CM ,"LL Mountain Frame - Silver, 52",,,$144.59,TRUE,Silver,500,375,$264.05,52,48-52 CM,3.04,1,M ,$158.43,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
528,TT-M928,37,,,Mountain Tire Tube,Cubierta para cámara de montaña,Chambre à air de VTT,$1.87,TRUE,NA,500,375,$4.99,,NA,,0,M ,$2.99,,,Mountain Tire Tube,,Self-sealing tube.,Tube à autovulcanisation.,自封内胎。,أنبوبة ذاتية القفل.,פנימית עם אטימה עצמית.,จุ๊บยางผนึกด้วยตนเอง,Selbstdichtender Schlauch.,セルフシーリング チューブ。,Kendinden mühürlü boru.,01-Jul-07,,Current
529,TT-R982,37,,,Road Tire Tube,Cubierta para cámara de carretera,Chambre à air de vélo de route,$1.49,TRUE,NA,500,375,$3.99,,NA,,0,R ,$2.39,,,Road Tire Tube,,Conventional all-purpose tube.,Tube classique tous usages.,常规的全功能内胎。,أنبوبة تقليدية تناسب كافة الأغراض.,פנימית קונבנציונלית לכל מטרה.,จุ๊บอเนกประสงค์แบบเดิม,Gängiger Allzweckschlauch.,従来型の多目的チューブ。,Klasik çok amaçlı boru.,01-Jul-07,,Current
530,TT-T092,37,,,Touring Tire Tube,Cubierta para cámara de paseo,Chambre à air de vélo de randonnée,$1.87,TRUE,NA,500,375,$4.99,,NA,,0,T ,$2.99,,,Touring Tire Tube,,General purpose tube.,Tube à usage générique.,一般用内胎。,أنبوبة متعددة الأغراض.,פנימית למטרות כלליות.,จุ๊บสำหรับการใช้งานทั่วไป,Allzweckschlauch.,一般用途チューブ。,Genel amaçlı boru.,01-Jul-07,,Current
531,FR-M21B-42,12,LB ,CM ,"LL Mountain Frame - Black, 42",,,$136.79,TRUE,Black,500,375,$249.79,42,42-46 CM,2.92,1,M ,$149.87,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
532,FR-M21B-44,12,LB ,CM ,"LL Mountain Frame - Black, 44",,,$136.79,TRUE,Black,500,375,$249.79,44,42-46 CM,2.96,1,M ,$149.87,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
533,FR-M21B-48,12,LB ,CM ,"LL Mountain Frame - Black, 48",,,$136.79,TRUE,Black,500,375,$249.79,48,48-52 CM,3,1,M ,$149.87,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
534,FR-M21B-52,12,LB ,CM ,"LL Mountain Frame - Black, 52",,,$136.79,TRUE,Black,500,375,$249.79,52,48-52 CM,3.04,1,M ,$149.87,L ,U ,LL Mountain Frame,,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,使用与 ML 铝制车架相同的开创性车架技术，经济实惠。,إنها تأتي ضمن أفضل منتجاتنا فنيًا حيث تستخدم نفس تقنية الهيكل الابتكارية المستخدمة في هيكل ML المصنوع من الألومنيوم.,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML アルミニウム フレームと同じ画期的なフレーム技術を利用した最高の製品。,ML alüminyum kadroyla aynı çığır açıcı kadro teknolojisini kullanan en değerli ürünümüz.,01-Jul-07,,Current
535,TI-M267,37,,,LL Mountain Tire,Cubierta de montaña GB,Pneu de VTT LL,$9.35,TRUE,NA,500,375,$24.99,,NA,,0,M ,$14.99,L ,,LL Mountain Tire,,"Comparible traction, less expensive wire bead casing.","Traction comparable aux modèles haut de gamme, gomme de pneu moins chère.",钢丝撑轮圈外胎的价格便宜，牵引力却可与高档车型相媲美。,قوة جر تضاهي أحدث الطرازات، غطاء حافة بارزة مطاطي منخفض الثمن.,"אחיזת כביש נוחה בדומה לדגמים היוקרתיים, יציקת תילי צמיג יקרה פחות.",แรงยึดเกาะเทียบชั้นกับรุ่นระดับสูง ใช้โครงไวร์บีดราคาประหยัด,"""Vergleichbare Beschleunigung, günstigerer Mantel.""",優れたトラクション、低価格ワイヤ ビード ケーシング。,"""Benzer yol tutuşu, daha ucuz tel başları.""",01-Jul-07,,Current
536,TI-M602,37,,,ML Mountain Tire,Cubierta de montaña GM,Pneu de VTT ML,$11.22,TRUE,NA,500,375,$29.99,,NA,,0,M ,$17.99,M ,,ML Mountain Tire,,"Great traction, high-density rubber.","Grande traction, caoutchouc haute densité.",出色的牵引力、高密度的橡皮。,قوة جر كبيرة، مطاط عالي الكثافة.,"אחיזת כביש מעולה, גומי בצפיפות גבוהה.",แรงยึดเกาะที่เหนือกว่า ด้วยยางความหนาแน่นสูง,"""Hohe Beschleunigung, Gummi mit hoher Dichte.""",優れたトラクション、高密度ラバー。,"""Çok iyi yol tutuşu, yüksek yoğunluklu lastik.""",01-Jul-07,,Current
537,TI-M823,37,,,HL Mountain Tire,Cubierta de montaña GA,Pneu de VTT HL,$13.09,TRUE,NA,500,375,$35.00,,NA,,0,M ,$21.00,H ,,HL Mountain Tire,,"Incredible traction, lightweight carbon reinforced.",Traction exceptionnelle ; carbone léger renforcé.,惊人的牵引力；使用轻型碳纤维加强。,قوة جر هائلة، كربون مقوى خفيف الوزن.,אחיזת כביש שלא תאמן; חיזוק קל-משקל מפחמן.,เกาะถนนเหลือเชื่อ เสริมคาร์บอนน้ำหนักเบา,"""Unvergleichliche Beschleunigung, leicht und carbonverstärkt.""",優れたトラクションで、強化された軽量カーボン。,"""İnanılmaz yol tutuşu, güçlendirilmiş hafif karbon.""",01-Jul-07,,Current
538,TI-R092,37,,,LL Road Tire,Cubierta de carretera GB,Pneu de vélo de route LL,$8.04,TRUE,NA,500,375,$21.49,,NA,,0,R ,$12.89,L ,,LL Road Tire,,Same great treads as more expensive tire with a less expensive wire bead casing.,"Même dessin que les pneus plus chers, mais doté d'une gomme moins chère.",钢丝撑轮圈外胎的价格便宜，轮胎面却与价格更贵的轮胎同样出色。,السطح الخارجي للإطار بنفس جودة أسطح الإطارات الخارجية الأغلى ثمنًا، ولكنه مزود بغطاء حافة بارزة مطاطي أقل سعرًا.,"חריצי צמיג זהים לאלה המצויים בצמיגים יקרים יותר, אולם עם יציקת תילי צמיג יקרה פחות.",ดอกยางชั้นยอดเช่นเดียวกับยางราคาแพง แต่ใช้โครงไวร์บีดราคาประหยัด,Dasselbe Profil wie ein teurerer Reifen mit kostengünstigerem Mantel.,低価格のワイヤ ビード ケーシングでハイエンド タイヤに匹敵する優れたトレッドを実現。,"""Daha pahalı tekerleklerle aynı lastik sırtı, daha ucuz tel başları.""",01-Jul-07,,Current
539,TI-R628,37,,,ML Road Tire,Cubierta de carretera GM,Pneu de vélo de route ML,$9.35,TRUE,NA,500,375,$24.99,,NA,,0,R ,$14.99,M ,,ML Road Tire,,Higher density rubber.,Caoutchouc plus dense que sur les autres modèles.,橡皮的密度较其他车型更高。,مطاط أعلى كثافة من الطرازات الأخرى.,גומי בצפיפות גבוהה יותר מאשר דגמים אחרים.,ใช้ยางความหนาแน่นสูงกว่ารุ่นอื่นๆ,Gummi mit hoher Dichte.,超高密度ラバー。,Daha yüksek yoğunluklu lastik.,01-Jul-07,,Current
540,TI-R982,37,,,HL Road Tire,Cubierta de carretera GA,Pneu de vélo de route HL,$12.19,TRUE,NA,500,375,$32.60,,NA,,0,R ,$19.56,H ,,HL Road Tire,,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,"Carbone léger renforcé pour un confort de conduite inégalé, sans ajout de poids.",使用轻型碳纤维加固，车身轻盈如常，骑乘感觉非同一般。,كربون مقوى خفيف الوزن لقيادة منقطعة النظير مع تحمل أوزان مرتفعة.,קל-משקל מחוזק בפחמן לרכיבה שאין כמוה למעמסה ללא פשרות.,เสริมคาร์บอนน้ำหนักเบา สำหรับการขับขี่ที่เหนือกว่า โดยไม่เสียเปรียบในด้านน้ำหนัก,Leicht und carbonverstärkt für ein unvergessliches Fahrerlebnis.,妥協のない重量での最高の乗り心地を提供するために強化された軽量カーボン。,Ağırlıktan taviz vermeden benzersiz bir sürüş için güçlendirilmiş hafif karbon.,01-Jul-07,,Current
541,TI-T723,37,,,Touring Tire,Cubierta de paseo,Pneu de vélo de randonnée,$10.84,TRUE,NA,500,375,$28.99,,NA,,0,T ,$17.39,,,Touring Tire,,High-density rubber.,Caoutchouc haute densité.,高密度橡皮。,مطاط عالي الكثافة.,גומי בצפיפות גבוהה.,ยางความหนาแน่นสูง,Gummi mit hoher Dichte.,高密度ラバー。,Yüksek yoğunluklu lastik.,01-Jul-07,,Current
542,PD-M282,13,G  ,,LL Mountain Pedal,Pedal de montaña GB,Pédale de VTT LL,$17.98,TRUE,Silver/Black,500,375,$40.49,,NA,218,1,M ,$24.29,L ,,LL Mountain Pedal,,Expanded platform so you can ride in any shoes; great for all-around riding.,Plate-forme allongée permettant de rouler avec tous types de chaussures ; idéal pour la randonnée.,展开式踏板便于您穿任何鞋子骑乘；适用于各种情况。,هيكل أساسي واسع بحيث يمكنك القيادة بأي حذاء، وهذا أمر رائع للقيادة متعددة الأغراض.,משטח דוושות מורחב המתאים לרכיבה בכל סוגי הנעלים; מצוין לרכיבה לכל מטרה.,คันถีบขนาดใหญ่ สำหรับการขับขี่ด้วยรองเท้าชนิดใดก็ได้ เหมาะสำหรับการขับขี่อเนกประสงค์,Größere Fläche für Komfort in allen Schuhen.,靴を選ばない拡張プラットフォームなので、オールラウンド ライディングに最適です。,"""Geniş pedalı sayesinde her tür ayakkabıyla sürebilirsiniz, günlük kullanım için çok uygundur.""",01-Jul-07,,Current
543,PD-M340,13,G  ,,ML Mountain Pedal,Pedal de montaña GM,Pédale de VTT ML,$27.57,TRUE,Silver/Black,500,375,$62.09,,NA,215,1,M ,$37.25,M ,,ML Mountain Pedal,,"Lightweight, durable, clipless pedal with adjustable tension.",Pédales automatiques légères et robustes avec tension réglable.,无扣带式脚踏轻型耐用且松紧可调。,دواسة خفيفة الوزن شديدة التحمّل بلا مشابك وذات قوة شدّ يمكن تعديلها.,דוושה עמידה נטולת חבקים עם מאמץ מתכוונן.,คันถีบน้ำหนักเบา ทนทาน ไม่มีคลิป และสามารถปรับความตึงได้,Leichte Pedale ohne Pedalhaken mit anpassbarer Spannung.,軽量で耐久性に優れ、テンション調整が可能なクリップレス ペダル。,"""Hafif, dayanıklı klipssiz pedal, gerginliği ayarlanabilir.""",01-Jul-07,,Current
